"Gene.symbol","Gene.chromosome.primaryIdentifier","Gene.chromosomeLocation.start","Gene.chromosomeLocation.end","Gene.chromosomeLocation.strand","Gene.featureType"
"EMC4","chrVII","63048","63620","-1","ORF"
"","chrXVI","63279","63860","1","ORF"
"STE50","chrIII","63441","64481","1","ORF"
"RPL18B","chrXIV","63570","64562","-1","ORF"
"PAU2","chrV","63728","64090","1","ORF"
"","chrVII","63772","64215","-1","ORF"
"UBP12","chrX","63805","67569","1","ORF"
"","chrXI","63821","64402","1","ORF"
"","chrmt","63862","63937","1","tRNA gene"
"BOI1","chrII","63876","66818","1","ORF"
"MNN4","chrXI","63930","67466","-1","ORF"
"UBI4","chrXII","64062","65207","-1","ORF"
"RPL22B","chrVI","64243","64932","-1","ORF"
"","chrmt","64415","64490","1","tRNA gene"
"AIM17","chrVIII","64462","65859","-1","ORF"
"SAP4","chrVII","64503","66959","-1","ORF"
"","chrmt","64596","64670","1","tRNA gene"
"RRP7","chrIII","64675","65568","-1","ORF"
"TCA17","chrV","64709","65167","-1","ORF"
"CLN2","chrXVI","64977","66614","-1","ORF"
"DTD1","chrIV","65242","65765","1","ORF"
"FRD1","chrV","65385","66797","-1","ORF"
"MIL1","chrVI","65477","68698","1","ORF"
"BSC6","chrXV","65621","67114","1","ORF"
"TOS6","chrXIV","65744","66052","1","ORF"
"","chrmt","65770","66174","1","ORF"
"ENT4","chrXII","65775","66518","-1","ORF"
"CLN3","chrI","65778","67520","-1","ORF"
"","chrX","65805","66086","-1","ORF"
"","chrXI","65913","67109","-1","ORF"
"HIS4","chrIII","65934","68333","-1","ORF"
"","chrmt","66095","66179","1","tRNA gene"
"","chrmt","66210","66285","1","tRNA gene"
"OPI1","chrVIII","66242","67456","-1","ORF"
"","chrIV","66493","67446","1","ORF"
"TRF5","chrXIV","66517","68445","1","ORF"
"","chrXII","66562","66942","1","ORF"
"PRP19","chrXII","66745","68256","-1","ORF"
"","chrmt","67061","67134","1","tRNA gene"
"CDC27","chrII","67169","69445","-1","ORF"
"","chrmt","67309","67381","1","tRNA gene"
"","chrmt","67468","67542","1","tRNA gene"
"PFK27","chrXV","67561","68754","-1","ORF"
"SHE10","chrVII","67598","69331","1","ORF"
"GLY1","chrV","67629","68792","-1","ORF"
"","chrVIII","67711","68304","1","ORF"
"BBP1","chrXVI","67725","68882","1","ORF"
"APM2","chrVIII","67731","69548","-1","ORF"
"SNR85","chrXIII","67768","67938","-1","snoRNA gene"
"ELO1","chrX","67850","68782","-1","ORF"
"TIM22","chrIV","67983","68606","-1","ORF"
"PTK1","chrXI","68232","70220","-1","ORF"
"","chrXI","68270","69109","-1","ORF"
"CAC2","chrXIII","68294","69700","1","ORF"
"","chrmt","68322","68396","1","tRNA gene"
"GRC3","chrXII","68580","70478","1","ORF"
"BIK1","chrIII","68599","69921","-1","ORF"
"RPL40A","chrIX","68708","69528","1","ORF"
"CYC3","chrI","68716","69525","-1","ORF"
"","chrV","68840","69265","-1","ORF"
"CLA4","chrXIV","68915","71443","1","ORF"
"RRI1","chrIV","68997","70319","-1","ORF"
"RIM15","chrVI","69115","74427","-1","ORF"
"","chrmt","69203","69288","1","tRNA gene"
"","chrX","69241","69942","-1","ORF"
"","chrmt","69289","69362","1","tRNA gene"
"CDC6","chrX","69338","70879","1","ORF"
"MED7","chrXV","69376","70044","-1","ORF"
"","chrXIII","69409","69726","-1","ORF"
"HFI1","chrXVI","69485","70951","1","ORF"
"VID30","chrVII","69671","72547","1","ORF"
"MCO14","chrVIII","69708","70070","1","ORF"
"","chrII","69713","70138","-1","ORF"
"CUE4","chrXIII","69735","70088","-1","ORF"
"ALG3","chrII","69751","71127","-1","ORF"
"IES6","chrV","69757","70257","1","ORF"
"SLN1","chrIX","69791","73453","-1","ORF"
"","chrmt","69846","69921","1","tRNA gene"
"","chrXIII","70138","70311","1","ORF"
"RNQ1","chrIII","70150","71367","1","ORF"
"","chrXV","70156","70545","-1","ORF"
"","chrmt","70162","70237","1","tRNA gene"
"","chrVIII","70276","71874","1","ORF"
"HRT1","chrXV","70325","70690","1","ORF"
"GTA1","chrV","70478","73348","1","ORF"
"TSL1","chrXIII","70624","73920","1","ORF"
"RIX7","chrXII","70633","73146","-1","ORF"
"GDH2","chrIV","70640","73918","-1","ORF"
"PEX1","chrXI","70734","73865","-1","ORF"
"","chrIII","70756","71088","-1","ORF"
"","chrmt","70824","70907","1","tRNA gene"
"VIK1","chrXVI","71063","73006","-1","ORF"
"GAS4","chrXV","71300","72715","1","ORF"
"","chrX","71366","72574","1","ORF"
"","chrmt","71433","71503","1","tRNA gene"
"MON2","chrXIV","71673","76583","-1","ORF"
"CDC19","chrI","71786","73288","1","ORF"
"FUS1","chrIII","71803","73341","1","ORF"
"","chrII","71866","72972","1","ORF"
"","chrIII","71943","72281","1","ORF"
"DUR3","chrVIII","72037","74244","-1","ORF"
"","chrI","72326","73300","-1","ORF"
"","chrmt","72630","72705","1","tRNA gene"
"SOP4","chrX","72710","73414","-1","ORF"
"OST5","chrVII","72749","73158","-1","ORF"
"","chrXV","73031","73357","1","ORF"
"PET112","chrII","73070","74695","-1","ORF"
"MTC3","chrVII","73340","73711","1","ORF"
"YAH1","chrXVI","73363","73881","-1","ORF"
"HBN1","chrIII","73405","73986","-1","ORF"
"IRC19","chrXII","73409","74101","1","ORF"
"","chrI","73426","73518","-1","ORF"
"","chrXVI","73625","73927","1","ORF"
"COX2","chrmt","73758","74513","1","ORF"
"GDA1","chrV","73771","75327","1","ORF"
"RPS14B","chrX","73787","74611","1","ORF"
"","chrVII","73829","73902","-1","tRNA gene"
"","chrI","74020","74823","1","ORF"
"ATG32","chrIX","74184","75773","-1","ORF"
"","chrXIII","74229","74558","1","ORF"
"","chrXII","74270","76747","-1","ORF"
"ATG41","chrXVI","74309","74719","-1","ORF"
"ARG81","chrXIII","74398","77040","-1","ORF"
"ALR1","chrXV","74400","76979","1","ORF"
"PRR2","chrIV","74446","76545","-1","ORF"
"","chrmt","74495","75984","1","ORF"
"","chrXI","74624","74697","1","tRNA gene"
"","chrIII","74686","75045","-1","ORF"
"","chrVIII","74699","74782","1","ORF"
"FRM2","chrIII","74704","75285","-1","ORF"
"","chrVI","74872","75192","1","ORF"
"RPS22A","chrX","74910","75302","-1","ORF"
"YKT6","chrXI","74932","75534","-1","ORF"
"RBG1","chrI","75043","76152","-1","ORF"
"HAC1","chrVI","75179","76147","1","ORF"
"NUP170","chrII","75259","79767","1","ORF"
"RPS20","chrVIII","75412","75777","1","ORF"
"RPL36B","chrXVI","75699","76239","-1","ORF"
"","chrXVI","75702","75989","1","ORF"
"MIA40","chrXI","75821","77032","1","ORF"
"RPL39","chrX","75933","76474","1","ORF"
"YEF1","chrV","75944","77431","1","ORF"
"","chrVI","76014","76115","-1","ORF"
"AGP1","chrIII","76018","77919","-1","ORF"
"YLF2","chrVIII","76097","77314","-1","ORF"
"BUD19","chrX","76202","76510","-1","ORF"
"","chrXIV","76273","76587","1","ORF"
"PAN6","chrIX","76354","77283","-1","ORF"
"FUN12","chrI","76427","79435","1","ORF"
"GYP5","chrXVI","76669","79353","-1","ORF"
"SWE1","chrX","76803","79262","-1","ORF"
"AGX1","chrVI","76831","77988","1","ORF"
"VRG4","chrVII","76894","77907","1","ORF"
"MRX6","chrXIV","76946","78520","1","ORF"
"","chrIII","76960","77352","1","ORF"
"GPI13","chrXII","77152","80205","-1","ORF"
"MST1","chrXI","77258","78646","-1","ORF"
"TAF13","chrXIII","77267","77770","1","ORF"
"NOP6","chrIV","77289","77966","-1","ORF"
"OTU2","chrVIII","77430","78353","-1","ORF"
"","chrmt","77431","77505","1","tRNA gene"
"VPS68","chrXV","77560","78114","1","ORF"
"SDT1","chrVII","78015","78857","-1","ORF"
"UTR2","chrV","78053","79456","1","ORF"
"CAK1","chrVI","78055","79161","-1","ORF"
"NDC80","chrIX","78074","80149","1","ORF"
"","chrmt","78089","78162","-1","tRNA gene"
"VPS9","chrXIII","78335","79690","-1","ORF"
"YGK3","chrXV","78352","79479","-1","ORF"
"SHR3","chrIV","78426","79058","1","ORF"
"","chrmt","78533","78608","1","tRNA gene"
"RIM21","chrXIV","78659","80260","-1","ORF"
"SDS22","chrXI","78866","79882","-1","ORF"
"","chrVIII","78936","80417","1","ORF"
"","chrIII","78949","79296","-1","ORF"
"COG1","chrVII","79112","80365","-1","ORF"
"KCC4","chrIII","79162","82275","1","ORF"
"COX3","chrmt","79213","80022","1","ORF"
"","chrIV","79294","80412","-1","ORF"
"CAF16","chrVI","79344","80213","-1","ORF"
"","chrI","79489","79842","-1","ORF"
"","chrXVI","79562","82648","1","ncRNA gene"
"CYC7","chrV","79636","79977","-1","ORF"
"GAL4","chrXVI","79711","82356","-1","ORF"
"MTW1","chrI","79718","80587","1","ORF"
"","chrXIII","79909","81486","1","ORF"
"MNN5","chrX","80155","81915","1","ORF"
"ACP1","chrXI","80160","80537","-1","ORF"
"RPL25","chrXV","80348","81190","1","ORF"
"RRT7","chrXII","80356","80697","-1","ORF"
"ATG8","chrII","80378","80731","-1","ORF"
"GYP8","chrVI","80419","81912","-1","ORF"
"UTR4","chrV","80462","81145","1","ORF"
"SSL2","chrIX","80510","83041","-1","ORF"
"MSB3","chrXIV","80640","82541","1","ORF"
"PRS3","chrVIII","80654","81616","-1","ORF"
"EDC1","chrVII","80659","81186","-1","ORF"
"FUN19","chrI","80710","81951","-1","ORF"
"","chrII","80897","81328","1","ORF"
"DPH2","chrXI","81035","82639","1","ORF"
"ILS1","chrII","81043","84261","-1","ORF"
"RAD23","chrV","81407","82603","-1","ORF"
"NIF3","chrVII","81426","82292","-1","ORF"
"FRA1","chrXII","81461","83710","1","ORF"
"RAD10","chrXIII","81481","82113","-1","ORF"
"","chrIII","81570","82085","-1","ORF"
"MDH2","chrXV","81787","82920","-1","ORF"
"ETP1","chrVIII","81964","83721","-1","ORF"
"ATG36","chrX","82095","82976","-1","ORF"
"","chrXIII","82219","82620","-1","ORF"
"GIM5","chrXIII","82275","82849","1","ORF"
"BOL2","chrVII","82374","82736","1","ORF"
"","chrIII","82462","82533","-1","tRNA gene"
"STE2","chrVI","82580","83875","1","ORF"
"","chrXVI","82625","84196","-1","ORF"
"POP5","chrI","82706","83227","1","ORF"
"PUS4","chrXIV","82806","84017","1","ORF"
"MDM34","chrVII","82878","84257","-1","ORF"
"CNB1","chrXI","82947","83550","1","ORF"
"ANP1","chrV","83050","84552","-1","ORF"
"UTP14","chrXIII","83090","85789","1","ORF"
"","chrIX","83208","83540","-1","ORF"
"CCT2","chrIX","83302","84885","1","ORF"
"PRP45","chrI","83335","84474","-1","ORF"
"GON7","chrX","83448","83819","1","ORF"
"","chrIV","83548","83618","1","tRNA gene"
"","chrIII","83620","83997","1","ORF"
"","chrVII","83650","84300","1","ORF"
"TRM13","chrXV","83834","85264","1","ORF"
"MNN11","chrX","84068","85336","1","ORF"
"YAP3","chrVIII","84068","85060","-1","ORF"
"","chrIII","84076","84429","1","ORF"
"BST1","chrVI","84145","87234","-1","ORF"
"MID1","chrXIV","84169","85815","-1","ORF"
"","chrXI","84208","84291","1","tRNA gene"
"UGA4","chrIV","84270","85985","1","ORF"
"SSA3","chrII","84499","86448","-1","ORF"
"RBD2","chrXVI","84509","85297","-1","ORF"
"","chrI","84669","84977","1","ORF"
"HYM1","chrXI","84704","85903","1","ORF"
"GIP4","chrI","84749","87031","-1","ORF"
"TPO1","chrXII","84804","86564","1","ORF"
"","chrVII","84839","85180","-1","ORF"
"KIP3","chrVII","84885","87302","1","ORF"
"","chrmt","85035","85112","1","tRNA gene"
"UTR5","chrV","85045","85545","-1","ORF"
"","chrIX","85053","85442","1","ORF"
"","chrIII","85102","86418","1","transposable element gene"
"","chrIII","85102","90415","1","transposable element gene"
"9S_RRNA_5","chrmt","85290","85779","1","rRNA gene"
"RPM1","chrmt","85295","85777","1","ncRNA gene"
"","chrVIII","85298","85371","-1","tRNA gene"
"AXL2","chrIX","85366","87837","1","ORF"
"","chrX","85435","85752","-1","ORF"
"TRM11","chrXV","85456","86757","-1","ORF"
"","chrmt","85554","85709","1","ORF"
"","chrXVI","85586","86950","1","ORF"
"","chrV","85613","86215","-1","ORF"
"RBH1","chrX","85660","87495","1","ORF"
"HYP2","chrV","85676","86149","1","ORF"
"","chrVIII","85909","87150","1","transposable element gene"
"","chrVIII","85909","91318","1","transposable element gene"
"PRE8","chrXIII","85987","86739","-1","ORF"
"MTC7","chrV","86179","86598","1","ORF"
"CWC2","chrIV","86207","87226","-1","ORF"
"RFC3","chrXIV","86218","87240","1","ORF"
"PXA2","chrXI","86225","88786","-1","ORF"
"","chrV","86604","86685","1","tRNA gene"
"AAR2","chrII","86722","87789","-1","ORF"
"MCM3","chrV","86937","89852","1","ORF"
"HUT1","chrXVI","87014","88033","-1","ORF"
"","chrV","87040","87201","-1","ORF"
"RPM2","chrXIII","87123","90731","-1","ORF"
"SNC1","chrI","87286","87752","1","ORF"
"ISA1","chrXII","87403","88155","1","ORF"
"NHP2","chrIV","87512","87982","1","ORF"
"ATP12","chrX","87583","88560","-1","ORF"
"","chrII","87646","87957","1","ORF"
"HRP1","chrXV","87844","89448","1","ORF"
"EPL1","chrVI","87847","90345","-1","ORF"
"MYO4","chrI","87855","92270","-1","ORF"
"PCL1","chrXIV","87897","88736","1","ORF"
"REV7","chrIX","87979","88716","-1","ORF"
"CLG1","chrVII","87981","89339","1","ORF"
"SNR56","chrII","88190","88277","1","snoRNA gene"
"GLE1","chrIV","88248","89864","1","ORF"
"SRP68","chrXVI","88517","90316","1","ORF"
"RPS8A","chrII","88523","89125","-1","ORF"
"HSP104","chrXII","88623","91349","1","ORF"
"PFD1","chrX","88787","89116","1","ORF"
"SNR40","chrXIV","89210","89306","1","snoRNA gene"
"TPM2","chrIX","89230","89715","-1","ORF"
"ATG27","chrX","89282","90097","-1","ORF"
"FAT3","chrXI","89284","91536","-1","ORF"
"","chrII","89458","89556","-1","ORF"
"SMF1","chrXV","89692","91419","-1","ORF"
"TMA108","chrIX","89948","92788","-1","ORF"
"KTI11","chrII","89978","90226","1","ORF"
"","chrVII","90010","90495","1","ORF"
"SKI8","chrVII","90054","91247","-1","ORF"
"YCX1","chrIV","90176","92464","1","ORF"
"","chrII","90223","90531","-1","ORF"
"SPF1","chrV","90258","93905","1","ORF"
"CAF40","chrXIV","90303","91424","1","ORF"
"","chrII","90605","90925","-1","ORF"
"IQG1","chrXVI","90622","95109","-1","ORF"
"AST1","chrII","90741","92030","1","ORF"
"","chrXIII","90744","91130","1","ORF"
"RPL17B","chrX","90786","91657","1","ORF"
"SUP53","chrIII","90859","90972","1","tRNA gene"
"BUD27","chrVI","90986","93376","1","ORF"
"","chrXIII","91041","91409","-1","ORF"
"LEU2","chrIII","91324","92418","1","ORF"
"VAM7","chrVII","91432","92382","1","ORF"
"","chrIII","91597","91908","-1","ORF"
"","chrII","91794","92030","1","ORF"
"ZOD1","chrXIII","91970","92027","1","ncRNA gene"
"SEC21","chrXIV","91994","94801","1","ORF"
"RPS19A","chrXV","92026","92850","-1","ORF"
"SWI3","chrX","92053","94530","-1","ORF"
"UFO1","chrXIII","92235","94241","1","ORF"
"PRS4","chrII","92414","93394","1","ORF"
"NCS6","chrVII","92512","93591","1","ORF"
"","chrXII","92548","92650","1","tRNA gene"
"","chrVIII","92627","94510","-1","ORF"
"MTR2","chrXI","92744","93298","-1","ORF"
"HEM3","chrIV","92762","93745","-1","ORF"
"NFS1","chrIII","92777","94270","-1","ORF"
"FRT2","chrI","92900","94486","1","ORF"
"","chrVII","93079","93309","1","ORF"
"RPL18A","chrXV","93395","94402","-1","ORF"
"FRS2","chrVI","93499","95010","-1","ORF"
"OM45","chrIX","93619","94800","1","ORF"
"UBP13","chrII","93639","95882","-1","ORF"
"YPT32","chrVII","93792","94460","1","ORF"
"","chrX","94049","94561","1","ORF"
"AIM33","chrXIII","94431","95369","-1","ORF"
"ASH1","chrXI","94499","96265","1","ORF"
"","chrV","94583","94897","-1","ORF"
"RTN2","chrIV","94605","95786","1","ORF"
"DCC1","chrIII","94621","95763","-1","ORF"
"ECM10","chrV","94644","96578","1","ORF"
"SAW1","chrI","94687","95472","1","ORF"
"PAU17","chrXII","94747","95121","1","ORF"
"MCH4","chrXV","94856","96361","-1","ORF"
"VHS2","chrIX","95065","96375","-1","ORF"
"KRE9","chrX","95092","95922","1","ORF"
"STE20","chrVIII","95118","97937","-1","ORF"
"CUS2","chrXIV","95223","96080","1","ORF"
"CIN2","chrXVI","95372","96258","-1","ORF"
"","chrI","95386","95823","-1","ORF"
"SSA2","chrXII","95566","97485","-1","ORF"
"DRS2","chrI","95630","99697","-1","ORF"
"","chrVI","95761","96615","-1","ORF"
"ALO1","chrXIII","95791","97371","-1","ORF"
"MIG2","chrVII","95858","97006","1","ORF"
"GAT1","chrVI","95966","97498","1","ORF"
"ACK1","chrIV","96082","97953","-1","ORF"
"RFA3","chrX","96161","96529","-1","ORF"
"","chrXIV","96173","96544","1","ORF"
"SUF6","chrXIV","96241","96312","-1","tRNA gene"
"BUD3","chrIII","96281","101191","1","ORF"
"HSP82","chrXVI","96496","98625","-1","ORF"
"","chrIX","96522","96725","-1","ORF"
"","chrXV","96608","96916","-1","ORF"
"SEF1","chrII","96669","100115","-1","ORF"
"SPE1","chrXI","96757","98157","1","ORF"
"BUD16","chrV","96858","97796","-1","ORF"
"","chrXIV","96964","102232","-1","transposable element gene"
"SNR68","chrIX","97111","97246","1","snoRNA gene"
"SIP2","chrVII","97338","98585","1","ORF"
"FLX1","chrIX","97395","98330","1","ORF"
"RRI2","chrXV","97551","99488","1","ORF"
"","chrVIII","97732","98085","1","ORF"
"CPS1","chrX","97737","99467","1","ORF"
"TUB1","chrXIII","97941","99400","-1","ORF"
"POM33","chrXII","97997","98836","-1","ORF"
"SHU1","chrVIII","98343","98795","-1","ORF"
"","chrXI","98395","98607","-1","ORF"
"MRPL11","chrIV","98475","99224","1","ORF"
"RPL16A","chrIX","98527","99416","-1","ORF"
"","chrV","98668","99129","1","ORF"
"LOT5","chrXI","98721","99641","1","ORF"
"","chrVIII","98828","99220","-1","ORF"
"SPT16","chrVII","98969","102076","1","ORF"
"HIF1","chrXII","99044","100201","-1","ORF"
"MRP4","chrVIII","99219","100403","1","ORF"
"PAU5","chrVI","99231","99599","-1","ORF"
"HRA1","chrI","99305","99868","1","ncRNA gene"
"YAR1","chrXVI","99484","100086","1","ORF"
"","chrXIII","99489","99797","1","ORF"
"TRM8","chrIV","99561","100421","1","ORF"
"","chrIII","99600","99998","1","ORF"
"TOH1","chrX","99704","100894","-1","ORF"
"","chrXIII","99794","101050","-1","ORF"
"MSN1","chrXV","99809","100957","1","ORF"
"CSM2","chrIX","99860","100501","-1","ORF"
"","chrII","99963","100307","1","ORF"
"","chrIII","100113","100808","1","ORF"
"IMT4","chrV","100133","100204","1","tRNA gene"
"MAK16","chrI","100225","101145","-1","ORF"
"","chrVI","100252","100605","-1","ORF"
"PRX1","chrII","100371","101156","-1","ORF"
"","chrXVI","100474","100863","-1","ORF"
"SUI3","chrXVI","100496","101353","1","ORF"
"MGT1","chrIV","100501","101067","-1","ORF"
"LAG1","chrVIII","100648","101883","-1","ORF"
"FAS1","chrXI","100671","106826","1","ORF"
"VMA3","chrV","100769","101251","1","ORF"
"FKH1","chrIX","100781","102235","-1","ORF"
"","chrXIV","100910","102232","-1","transposable element gene"
"SPA2","chrXII","100947","105347","1","ORF"
"ASG7","chrX","101150","101779","-1","ORF"
"","chrIV","101290","103353","-1","ORF"
"","chrIII","101317","101788","-1","ORF"
"SUF9","chrVI","101376","101478","1","tRNA gene"
"PAP2","chrXV","101475","103229","1","ORF"
"LTE1","chrI","101565","105872","-1","ORF"
"ENV7","chrXVI","101608","102702","-1","ORF"
"LPD1","chrVI","101628","103127","-1","ORF"
"","chrXIII","101862","103811","1","ORF"
"KIP1","chrII","101886","105221","1","ORF"
"SNU13","chrV","101943","102323","1","ORF"
"GBP2","chrIII","102075","103358","-1","ORF"
"","chrX","102099","102467","1","ORF"
"SET2","chrX","102227","104428","-1","ORF"
"CHC1","chrVII","102543","107504","-1","ORF"
"","chrV","102581","106147","-1","ORF"
"","chrVIII","102587","103075","-1","ORF"
"HSE1","chrVIII","102612","103970","1","ORF"
"","chrXIV","102716","102789","1","tRNA gene"
"ASG1","chrIX","102782","105676","1","ORF"
"MRPL10","chrXIV","103134","104102","-1","ORF"
"RVB2","chrXVI","103232","104647","1","ORF"
"PTH4","chrXV","103317","103925","-1","ORF"
"SGF29","chrIII","103571","104350","-1","ORF"
"GGC1","chrIV","103649","104551","-1","ORF"
"SMX2","chrVI","103699","103932","1","ORF"
"ATP18","chrXIII","103983","104162","-1","ORF"
"GNA1","chrVI","103983","104462","-1","ORF"
"","chrIII","104246","104704","1","ORF"
"RPL14B","chrVIII","104277","105091","1","ORF"
"SKM1","chrXV","104326","106293","1","ORF"
"ILV6","chrIII","104619","105548","-1","ORF"
"MDJ1","chrVI","104701","106236","-1","ORF"
"TDA9","chrXIII","104777","108532","1","ORF"
"","chrXIV","104805","104877","1","tRNA gene"
"ASF2","chrIV","104917","106494","-1","ORF"
"VMA11","chrXVI","104946","105440","-1","ORF"
"ERG20","chrX","105014","106072","1","ORF"
"WSC2","chrXIV","105184","106695","-1","ORF"
"","chrII","105308","105688","1","ORF"
"SKT5","chrII","105316","107406","-1","ORF"
"","chrXII","105556","105861","-1","ORF"
"KNS1","chrXII","105686","107899","-1","ORF"
"STP22","chrIII","105696","106853","-1","ORF"
"OSH7","chrVIII","106055","107368","1","ORF"
"TAO3","chrIX","106107","113237","-1","ORF"
"NSL1","chrXVI","106172","106822","1","ORF"
"PMT2","chrI","106272","108551","-1","ORF"
"","chrVI","106415","106732","1","ORF"
"QCR8","chrX","106434","106718","1","ORF"
"","chrVI","106469","106963","-1","ORF"
"MSB4","chrXV","106710","108188","1","ORF"
"","chrIV","106741","107070","1","ORF"
"HAL5","chrX","106894","109461","-1","ORF"
"","chrXII","106908","107000","1","ORF"
"","chrIII","106974","107366","-1","ORF"
"VMA9","chrIII","107023","107417","1","ORF"
"SEC31","chrIV","107208","111029","1","ORF"
"","chrIII","107240","107569","-1","ORF"
"HSP12","chrVI","107256","107585","1","ORF"
"RIP1","chrV","107260","107907","1","ORF"
"SSO1","chrXVI","107275","108147","1","ORF"
"PRS1","chrXI","107316","108599","1","ORF"
"SNR43","chrIII","107504","107712","-1","snoRNA gene"
"","chrIII","107655","107993","1","ORF"
"POP3","chrXIV","107687","108274","1","ORF"
"","chrVI","107799","108602","1","ORF"
"QCR10","chrVIII","107826","108122","1","ORF"
"IES1","chrVI","107852","109930","-1","ORF"
"YEL1","chrII","107932","109995","1","ORF"
"LDB16","chrIII","108021","108791","1","ORF"
"POX1","chrVII","108158","110404","1","ORF"
"MDY2","chrXV","108258","108896","-1","ORF"
"HCH1","chrXIV","108467","108928","1","ORF"
"","chrV","108504","110552","-1","ORF"
"FAS2","chrXVI","108652","114315","1","ORF"
"COX19","chrXII","108676","108972","-1","ORF"
